name,official_name,slug,lga_key,lga,planning_region,zone,priority,page_status,index_recommendation,latitude,longitude,estimated_cbd_distance_km,nearby_areas,regional_anchors,property_profile,local_context,service_notes
Berwick,BERWICK,berwick,CASEY,Casey City,Southern,South-East Growth Corridor,1,launch,True,-38.03989,145.34829,42.1,Beaconsfield | Narre Warren South | Narre Warren,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Berwick is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Beaconsfield, Narre Warren South, Narre Warren. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Clyde North,CLYDE NORTH,clyde-north,CASEY,Casey City,Southern,South-East Growth Corridor,1,launch,True,-38.10189,145.35874,47.2,Cranbourne East | Clyde | Officer South,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Clyde North is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Cranbourne East, Clyde, Officer South. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Cranbourne,CRANBOURNE,cranbourne,CASEY,Casey City,Southern,South-East Growth Corridor,1,launch,True,-38.11283,145.27525,43.1,Cranbourne East | Cranbourne West | Junction Village,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Cranbourne is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Cranbourne East, Cranbourne West, Junction Village. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Dandenong,DANDENONG,dandenong,GREATER DANDENONG,Greater Dandenong City,Southern,South-East Growth Corridor,1,launch,True,-37.98515,145.21197,29.0,Doveton | Dandenong North | Eumemmerring,Dandenong CBD | Princes Highway and Monash Freeway | south-east employment precincts,established suburban and infill housing,"Dandenong is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Doveton, Dandenong North, Eumemmerring. The broader catchment is shaped by Dandenong CBD, Princes Highway and Monash Freeway, south-east employment precincts. The local job mix commonly includes brick homes, units, newer townhouses and commercial premises.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Endeavour Hills,ENDEAVOUR HILLS,endeavour-hills,CASEY,Casey City,Southern,South-East Growth Corridor,1,launch,True,-37.9702,145.2563,31.1,Lysterfield South | Doveton | Eumemmerring,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Endeavour Hills is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Lysterfield South, Doveton, Eumemmerring. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Hampton Park,HAMPTON PARK,hampton-park,CASEY,Casey City,Southern,South-East Growth Corridor,1,launch,True,-38.03862,145.26867,36.7,Lynbrook | Hallam | Narre Warren South,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Hampton Park is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Lynbrook, Hallam, Narre Warren South. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Keysborough,KEYSBOROUGH,keysborough,GREATER DANDENONG,Greater Dandenong City,Southern,South-East Growth Corridor,1,launch,True,-38.0053,145.16735,27.8,Noble Park | Springvale South | Dandenong,Dandenong CBD | Princes Highway and Monash Freeway | south-east employment precincts,established suburban and infill housing,"Keysborough is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Noble Park, Springvale South, Dandenong. The broader catchment is shaped by Dandenong CBD, Princes Highway and Monash Freeway, south-east employment precincts. The local job mix commonly includes brick homes, units, newer townhouses and commercial premises.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Narre Warren,NARRE WARREN,narre-warren,CASEY,Casey City,Southern,South-East Growth Corridor,1,launch,True,-38.01871,145.30552,37.7,Hallam | Hampton Park | Narre Warren South,Princes Freeway | Cranbourne | Narre Warren and Berwick growth corridor,"growth-area, established suburban or township homes","Narre Warren is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Hallam, Hampton Park, Narre Warren South. The broader catchment is shaped by Princes Freeway, Cranbourne, Narre Warren and Berwick growth corridor. The local job mix commonly includes major new-estate growth mixed with established family suburbs.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Officer,OFFICER,officer,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,1,launch,True,-38.05422,145.41254,47.6,Beaconsfield | Guys Hill | Officer South,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Officer is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Beaconsfield, Guys Hill, Officer South. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Pakenham,PAKENHAM,pakenham,CARDINIA,Cardinia Shire,Southern,South-East Growth Corridor,1,launch,True,-38.07358,145.48516,54.1,Officer South | Officer | Pakenham South,Princes Freeway | Pakenham and Officer | Western Port rural townships,"growth-area, established suburban or township homes","Pakenham is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Officer South, Officer, Pakenham South. The broader catchment is shaped by Princes Freeway, Pakenham and Officer, Western Port rural townships. The local job mix commonly includes new growth-corridor estates, township homes and rural-edge properties.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Springvale,SPRINGVALE,springvale,GREATER DANDENONG,Greater Dandenong City,Southern,South-East Growth Corridor,1,launch,True,-37.9457,145.15797,22.5,Springvale South | Noble Park North | Noble Park,Dandenong CBD | Princes Highway and Monash Freeway | south-east employment precincts,established suburban and infill housing,"Springvale is within the Dandenong, Casey and Cardinia corridor, one of Melbourne's major suburban growth fronts, close to Springvale South, Noble Park North, Noble Park. The broader catchment is shaped by Dandenong CBD, Princes Highway and Monash Freeway, south-east employment precincts. The local job mix commonly includes brick homes, units, newer townhouses and commercial premises.",Batch by Monash/Princes corridor; new estates can have incomplete mapping and active construction access.
Caroline Springs,CAROLINE SPRINGS,caroline-springs,MELTON,Melton City,Western,West & North-West,1,launch,True,-37.73446,144.73722,21.7,Burnside Heights | Burnside | Taylors Hill,Western Freeway | Melton and Cobblebank | western growth corridor,"growth-area, established suburban or township homes","Caroline Springs is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Burnside Heights, Burnside, Taylors Hill. The broader catchment is shaped by Western Freeway, Melton and Cobblebank, western growth corridor. The local job mix commonly includes rapidly expanding estates, newer plasterboard construction and established township homes.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Essendon,ESSENDON,essendon,MOONEE VALLEY,Moonee Valley City,Western,West & North-West,1,launch,True,-37.74979,144.91093,8.4,Essendon North | Aberfeldie | Strathmore,Moonee Ponds | Essendon | Maribyrnong River,established suburban and infill housing,"Essendon is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Essendon North, Aberfeldie, Strathmore. The broader catchment is shaped by Moonee Ponds, Essendon, Maribyrnong River. The local job mix commonly includes period family homes, brick units and apartment pockets.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
Footscray,FOOTSCRAY,footscray,MARIBYRNONG,Maribyrnong City,Western,West & North-West,1,launch,True,-37.79814,144.8972,6.0,Seddon | Kingsville | West Footscray,Maribyrnong River | Footscray | Highpoint,established suburban and infill housing,"Footscray is within Melbourne's western and north-western corridor, spanning established suburbs and major growth areas, close to Seddon, Kingsville, West Footscray. The broader catchment is shaped by Maribyrnong River, Footscray, Highpoint. The local job mix commonly includes period cottages, townhouses, apartments and warehouse conversions.",Cluster by freeway corridor and avoid cross-city scheduling at peak times; new estates may need precise map pins.
